jurisdiction,date,deaths,cause
New Mexico,2018-09-29,65,heart
New Mexico,2018-09-29,312,all
New Mexico,2018-09-29,280,natural
New Mexico,2018-10-06,67,cancer
New Mexico,2018-10-06,57,heart
New Mexico,2018-10-06,313,all
New Mexico,2018-10-06,265,natural
New Mexico,2018-10-13,63,cancer
New Mexico,2018-10-13,78,heart
New Mexico,2018-10-13,371,all
New Mexico,2018-10-13,320,natural
New Mexico,2018-10-20,73,cancer
New Mexico,2018-10-20,66,heart
New Mexico,2018-10-20,350,all
New Mexico,2018-10-20,297,natural
New Mexico,2018-10-27,78,cancer
New Mexico,2018-10-27,75,heart
New Mexico,2018-10-27,351,all
New Mexico,2018-10-27,300,natural
New Mexico,2018-11-03,70,cancer
New Mexico,2018-11-03,76,heart
New Mexico,2018-11-03,352,all
New Mexico,2018-11-03,296,natural
New Mexico,2018-11-10,61,cancer
New Mexico,2018-11-10,67,heart
New Mexico,2018-11-10,336,all
New Mexico,2018-11-10,293,natural
New Mexico,2018-11-17,71,cancer
New Mexico,2018-11-17,81,heart
New Mexico,2018-11-17,386,all
New Mexico,2018-11-17,338,natural
New Mexico,2018-11-24,64,cancer
New Mexico,2018-11-24,73,heart
New Mexico,2018-11-24,345,all
New Mexico,2018-11-24,303,natural
New Mexico,2018-12-01,65,cancer
New Mexico,2018-12-01,71,heart
New Mexico,2018-12-01,346,all
New Mexico,2018-12-01,310,natural
New Mexico,2018-12-08,71,cancer
New Mexico,2018-12-08,75,heart
New Mexico,2018-12-08,357,all
New Mexico,2018-12-08,313,natural
New Mexico,2018-12-15,66,cancer
New Mexico,2018-12-15,77,heart
New Mexico,2018-12-15,345,all
New Mexico,2018-12-15,302,natural
New Mexico,2018-12-22,57,cancer
New Mexico,2018-12-22,82,heart
New Mexico,2018-12-22,328,all
New Mexico,2018-12-22,297,natural
New Mexico,2018-12-29,74,cancer
New Mexico,2018-12-29,84,heart
New Mexico,2018-12-29,378,all
New Mexico,2018-12-29,335,natural
New Mexico,2019-01-05,68,cancer
New Mexico,2019-01-05,97,heart
New Mexico,2019-01-05,407,all
New Mexico,2019-01-05,363,natural
New Mexico,2019-01-12,78,cancer
New Mexico,2019-01-12,85,heart
New Mexico,2019-01-12,447,all
New Mexico,2019-01-12,399,natural
New Mexico,2019-01-19,76,cancer
New Mexico,2019-01-19,84,heart
New Mexico,2019-01-19,408,all
New Mexico,2019-01-19,364,natural
New Mexico,2019-01-26,69,cancer
New Mexico,2019-01-26,75,heart
New Mexico,2019-01-26,358,all
New Mexico,2019-01-26,319,natural
New Mexico,2019-02-02,88,cancer
New Mexico,2019-02-02,91,heart
New Mexico,2019-02-02,392,all
New Mexico,2019-02-02,349,natural
New Mexico,2019-02-09,65,cancer
New Mexico,2019-02-09,85,heart
New Mexico,2019-02-09,367,all
New Mexico,2019-02-09,319,natural
New Mexico,2019-02-16,64,cancer
New Mexico,2019-02-16,89,heart
New Mexico,2019-02-16,374,all
New Mexico,2019-02-16,334,natural
New Mexico,2019-02-23,67,cancer
New Mexico,2019-02-23,77,heart
New Mexico,2019-02-23,376,all
New Mexico,2019-02-23,330,natural
New Mexico,2019-03-02,69,cancer
New Mexico,2019-03-02,88,heart
New Mexico,2019-03-02,392,all
New Mexico,2019-03-02,346,natural
New Mexico,2019-03-09,69,cancer
New Mexico,2019-03-09,97,heart
New Mexico,2019-03-09,349,all
New Mexico,2019-03-09,315,natural
New Mexico,2019-03-16,79,cancer
New Mexico,2019-03-16,70,heart
New Mexico,2019-03-16,404,all
New Mexico,2019-03-16,355,natural
New Mexico,2019-03-23,66,cancer
New Mexico,2019-03-23,87,heart
New Mexico,2019-03-23,400,all
New Mexico,2019-03-23,350,natural
New Mexico,2019-03-30,70,cancer
New Mexico,2019-03-30,93,heart
New Mexico,2019-03-30,374,all
New Mexico,2019-03-30,326,natural
New Mexico,2019-04-06,53,cancer
New Mexico,2019-04-06,71,heart
New Mexico,2019-04-06,335,all
New Mexico,2019-04-06,285,natural
New Mexico,2019-04-13,67,cancer
New Mexico,2019-04-13,76,heart
New Mexico,2019-04-13,372,all
New Mexico,2019-04-13,320,natural
New Mexico,2019-04-20,57,cancer
New Mexico,2019-04-20,87,heart
New Mexico,2019-04-20,347,all
New Mexico,2019-04-20,308,natural
New Mexico,2019-04-27,69,cancer
New Mexico,2019-04-27,72,heart
New Mexico,2019-04-27,375,all
New Mexico,2019-04-27,318,natural
New Mexico,2019-05-04,60,cancer
New Mexico,2019-05-04,73,heart
New Mexico,2019-05-04,358,all
New Mexico,2019-05-04,316,natural
New Mexico,2019-05-11,64,cancer
New Mexico,2019-05-11,75,heart
New Mexico,2019-05-11,343,all
New Mexico,2019-05-11,294,natural
New Mexico,2019-05-18,65,cancer
New Mexico,2019-05-18,86,heart
New Mexico,2019-05-18,341,all
New Mexico,2019-05-18,299,natural
New Mexico,2019-05-25,74,cancer
New Mexico,2019-05-25,74,heart
New Mexico,2019-05-25,345,all
New Mexico,2019-05-25,304,natural
New Mexico,2019-06-01,55,cancer
New Mexico,2019-06-01,91,heart
New Mexico,2019-06-01,348,all
New Mexico,2019-06-01,297,natural
New Mexico,2019-06-08,61,cancer
New Mexico,2019-06-08,75,heart
New Mexico,2019-06-08,357,all
New Mexico,2019-06-08,299,natural
New Mexico,2019-06-15,79,cancer
New Mexico,2019-06-15,73,heart
New Mexico,2019-06-15,357,all
New Mexico,2019-06-15,306,natural
New Mexico,2019-06-22,74,cancer
New Mexico,2019-06-22,73,heart
New Mexico,2019-06-22,334,all
New Mexico,2019-06-22,278,natural
New Mexico,2019-06-29,60,cancer
New Mexico,2019-06-29,83,heart
New Mexico,2019-06-29,340,all
New Mexico,2019-06-29,293,natural
New Mexico,2019-07-06,52,cancer
New Mexico,2019-07-06,94,heart
New Mexico,2019-07-06,362,all
New Mexico,2019-07-06,314,natural
New Mexico,2019-07-13,69,cancer
New Mexico,2019-07-13,76,heart
New Mexico,2019-07-13,376,all
New Mexico,2019-07-13,309,natural
New Mexico,2019-07-20,65,cancer
New Mexico,2019-07-20,75,heart
New Mexico,2019-07-20,343,all
New Mexico,2019-07-20,285,natural
New Mexico,2019-07-27,50,cancer
New Mexico,2019-07-27,81,heart
New Mexico,2019-07-27,309,all
New Mexico,2019-07-27,258,natural
New Mexico,2019-08-03,60,cancer
New Mexico,2019-08-03,79,heart
New Mexico,2019-08-03,338,all
New Mexico,2019-08-03,301,natural
New Mexico,2019-08-10,58,cancer
New Mexico,2019-08-10,64,heart
New Mexico,2019-08-10,321,all
New Mexico,2019-08-10,271,natural
New Mexico,2019-08-17,61,cancer
New Mexico,2019-08-17,82,heart
New Mexico,2019-08-17,334,all
New Mexico,2019-08-17,293,natural
New Mexico,2019-08-24,64,cancer
New Mexico,2019-08-24,66,heart
New Mexico,2019-08-24,341,all
New Mexico,2019-08-24,283,natural
New Mexico,2019-08-31,76,cancer
New Mexico,2019-08-31,83,heart
New Mexico,2019-08-31,347,all
New Mexico,2019-08-31,306,natural
New Mexico,2019-09-07,75,cancer
New Mexico,2019-09-07,91,heart
New Mexico,2019-09-07,386,all
New Mexico,2019-09-07,323,natural
New Mexico,2019-09-14,68,cancer
New Mexico,2019-09-14,51,heart
New Mexico,2019-09-14,331,all
New Mexico,2019-09-14,277,natural
New Mexico,2019-09-21,60,cancer
New Mexico,2019-09-21,83,heart
New Mexico,2019-09-21,367,all
New Mexico,2019-09-21,308,natural
New Mexico,2019-09-28,76,cancer
New Mexico,2019-09-28,65,heart
New Mexico,2019-09-28,343,all
New Mexico,2019-09-28,295,natural
New Mexico,2019-10-05,73,cancer
New Mexico,2019-10-05,86,heart
New Mexico,2019-10-05,376,all
New Mexico,2019-10-05,326,natural
New Mexico,2019-10-12,62,cancer
New Mexico,2019-10-12,84,heart
New Mexico,2019-10-12,358,all
New Mexico,2019-10-12,314,natural
New Mexico,2019-10-19,58,cancer
New Mexico,2019-10-19,66,heart
New Mexico,2019-10-19,327,all
New Mexico,2019-10-19,279,natural
New Mexico,2019-10-26,58,cancer
New Mexico,2019-10-26,69,heart
New Mexico,2019-10-26,341,all
New Mexico,2019-10-26,307,natural
New Mexico,2019-11-02,76,cancer
New Mexico,2019-11-02,78,heart
New Mexico,2019-11-02,356,all
New Mexico,2019-11-02,310,natural
New Mexico,2019-11-09,68,cancer
New Mexico,2019-11-09,76,heart
New Mexico,2019-11-09,354,all
New Mexico,2019-11-09,306,natural
New Mexico,2019-11-16,60,cancer
New Mexico,2019-11-16,72,heart
New Mexico,2019-11-16,340,all
New Mexico,2019-11-16,300,natural
New Mexico,2019-11-23,70,cancer
New Mexico,2019-11-23,70,heart
New Mexico,2019-11-23,351,all
New Mexico,2019-11-23,309,natural
New Mexico,2019-11-30,64,cancer
New Mexico,2019-11-30,101,heart
New Mexico,2019-11-30,405,all
New Mexico,2019-11-30,347,natural
New Mexico,2019-12-07,74,cancer
New Mexico,2019-12-07,76,heart
New Mexico,2019-12-07,362,all
New Mexico,2019-12-07,320,natural
New Mexico,2019-12-14,78,cancer
New Mexico,2019-12-14,80,heart
New Mexico,2019-12-14,373,all
New Mexico,2019-12-14,319,natural
New Mexico,2019-12-21,78,cancer
New Mexico,2019-12-21,73,heart
New Mexico,2019-12-21,365,all
New Mexico,2019-12-21,315,natural
New Mexico,2019-12-28,63,cancer
New Mexico,2019-12-28,82,heart
New Mexico,2019-12-28,378,all
New Mexico,2019-12-28,328,natural
New York,2014-01-04,404,cancer
New York,2014-01-04,549,heart
New York,2014-01-04,1958,all
New York,2014-01-04,1825,natural
New York,2014-01-11,449,cancer
New York,2014-01-11,582,heart
New York,2014-01-11,2012,all
New York,2014-01-11,1898,natural
New York,2014-01-18,400,cancer
New York,2014-01-18,565,heart
New York,2014-01-18,1955,all
New York,2014-01-18,1829,natural
New York,2014-01-25,425,cancer
New York,2014-01-25,563,heart
New York,2014-01-25,1964,all
New York,2014-01-25,1859,natural
New York,2014-02-01,463,cancer
New York,2014-02-01,631,heart
New York,2014-02-01,2061,all
New York,2014-02-01,1939,natural
New York,2014-02-08,399,cancer
New York,2014-02-08,539,heart
New York,2014-02-08,1913,all
New York,2014-02-08,1805,natural
New York,2014-02-15,465,cancer
New York,2014-02-15,571,heart
New York,2014-02-15,2035,all
New York,2014-02-15,1936,natural
New York,2014-02-22,435,cancer
New York,2014-02-22,542,heart
New York,2014-02-22,1989,all
New York,2014-02-22,1890,natural
New York,2014-03-01,411,cancer
New York,2014-03-01,535,heart
New York,2014-03-01,1931,all
New York,2014-03-01,1813,natural
New York,2014-03-08,422,cancer
New York,2014-03-08,533,heart
New York,2014-03-08,1893,all
New York,2014-03-08,1792,natural
New York,2014-03-15,412,cancer
New York,2014-03-15,541,heart
New York,2014-03-15,1868,all
New York,2014-03-15,1765,natural
New York,2014-03-22,414,cancer
New York,2014-03-22,517,heart
New York,2014-03-22,1892,all
New York,2014-03-22,1797,natural
New York,2014-03-29,420,cancer
New York,2014-03-29,505,heart
New York,2014-03-29,1854,all
New York,2014-03-29,1764,natural
New York,2014-04-05,452,cancer
New York,2014-04-05,508,heart
New York,2014-04-05,1870,all
New York,2014-04-05,1780,natural
New York,2014-04-12,419,cancer
New York,2014-04-12,567,heart
New York,2014-04-12,1904,all
New York,2014-04-12,1810,natural
New York,2014-04-19,416,cancer
New York,2014-04-19,529,heart
New York,2014-04-19,1841,all
New York,2014-04-19,1746,natural
New York,2014-04-26,430,cancer
New York,2014-04-26,515,heart
New York,2014-04-26,1897,all
New York,2014-04-26,1781,natural
New York,2014-05-03,415,cancer
New York,2014-05-03,504,heart
New York,2014-05-03,1822,all
New York,2014-05-03,1715,natural
New York,2014-05-10,407,cancer
New York,2014-05-10,527,heart
New York,2014-05-10,1863,all
New York,2014-05-10,1764,natural
New York,2014-05-17,409,cancer
New York,2014-05-17,476,heart
New York,2014-05-17,1698,all
New York,2014-05-17,1597,natural
New York,2014-05-24,396,cancer
New York,2014-05-24,448,heart
New York,2014-05-24,1649,all
New York,2014-05-24,1539,natural
New York,2014-05-31,444,cancer
New York,2014-05-31,467,heart
New York,2014-05-31,1731,all
New York,2014-05-31,1627,natural
New York,2014-06-07,444,cancer
New York,2014-06-07,478,heart
New York,2014-06-07,1773,all
New York,2014-06-07,1663,natural
New York,2014-06-14,387,cancer
New York,2014-06-14,451,heart
New York,2014-06-14,1645,all
New York,2014-06-14,1553,natural
New York,2014-06-21,407,cancer
New York,2014-06-21,475,heart
New York,2014-06-21,1747,all
New York,2014-06-21,1624,natural
New York,2014-06-28,436,cancer
New York,2014-06-28,467,heart
New York,2014-06-28,1765,all
New York,2014-06-28,1641,natural
New York,2014-07-05,401,cancer
New York,2014-07-05,484,heart
New York,2014-07-05,1678,all
New York,2014-07-05,1555,natural
New York,2014-07-12,398,cancer
New York,2014-07-12,467,heart
New York,2014-07-12,1721,all
New York,2014-07-12,1585,natural
New York,2014-07-19,423,cancer
New York,2014-07-19,451,heart
New York,2014-07-19,1739,all
New York,2014-07-19,1616,natural
New York,2014-07-26,429,cancer
New York,2014-07-26,428,heart
New York,2014-07-26,1700,all
New York,2014-07-26,1570,natural
New York,2014-08-02,440,cancer
New York,2014-08-02,453,heart
New York,2014-08-02,1695,all
New York,2014-08-02,1593,natural
New York,2014-08-09,426,cancer
New York,2014-08-09,418,heart
New York,2014-08-09,1627,all
New York,2014-08-09,1527,natural
New York,2014-08-16,384,cancer
New York,2014-08-16,455,heart
New York,2014-08-16,1690,all
New York,2014-08-16,1587,natural
New York,2014-08-23,407,cancer
New York,2014-08-23,425,heart
New York,2014-08-23,1630,all
New York,2014-08-23,1520,natural
New York,2014-08-30,408,cancer
New York,2014-08-30,463,heart
New York,2014-08-30,1738,all
New York,2014-08-30,1610,natural
New York,2014-09-06,395,cancer
New York,2014-09-06,444,heart
New York,2014-09-06,1621,all
New York,2014-09-06,1501,natural
New York,2014-09-13,391,cancer
New York,2014-09-13,456,heart
New York,2014-09-13,1660,all
New York,2014-09-13,1564,natural
New York,2014-09-20,439,cancer
New York,2014-09-20,472,heart
New York,2014-09-20,1772,all
New York,2014-09-20,1660,natural
New York,2014-09-27,446,cancer
New York,2014-09-27,488,heart
New York,2014-09-27,1807,all
New York,2014-09-27,1689,natural
New York,2014-10-04,440,cancer
New York,2014-10-04,464,heart
New York,2014-10-04,1758,all
New York,2014-10-04,1633,natural
New York,2014-10-11,451,cancer
New York,2014-10-11,523,heart
New York,2014-10-11,1820,all
New York,2014-10-11,1711,natural
New York,2014-10-18,404,cancer
New York,2014-10-18,523,heart
New York,2014-10-18,1849,all
New York,2014-10-18,1742,natural
New York,2014-10-25,414,cancer
New York,2014-10-25,502,heart
New York,2014-10-25,1810,all
New York,2014-10-25,1694,natural
New York,2014-11-01,425,cancer
New York,2014-11-01,487,heart
New York,2014-11-01,1872,all
New York,2014-11-01,1750,natural
New York,2014-11-08,451,cancer
New York,2014-11-08,469,heart
New York,2014-11-08,1873,all
New York,2014-11-08,1764,natural
New York,2014-11-15,408,cancer
New York,2014-11-15,551,heart
New York,2014-11-15,1883,all
New York,2014-11-15,1774,natural
New York,2014-11-22,413,cancer
New York,2014-11-22,545,heart
New York,2014-11-22,1927,all
New York,2014-11-22,1813,natural
New York,2014-11-29,386,cancer
New York,2014-11-29,526,heart
New York,2014-11-29,1910,all
New York,2014-11-29,1801,natural
New York,2014-12-06,449,cancer
New York,2014-12-06,526,heart
New York,2014-12-06,1955,all
New York,2014-12-06,1843,natural
New York,2014-12-13,452,cancer
New York,2014-12-13,511,heart
New York,2014-12-13,1913,all
New York,2014-12-13,1818,natural
New York,2014-12-20,414,cancer
New York,2014-12-20,507,heart
New York,2014-12-20,1954,all
New York,2014-12-20,1825,natural
New York,2014-12-27,406,cancer
New York,2014-12-27,598,heart
New York,2014-12-27,2038,all
New York,2014-12-27,1931,natural
New York,2015-01-03,434,cancer
New York,2015-01-03,625,heart
New York,2015-01-03,2142,all
New York,2015-01-03,2023,natural
New York,2015-01-10,474,cancer
New York,2015-01-10,630,heart
New York,2015-01-10,2244,all
New York,2015-01-10,2123,natural
New York,2015-01-17,461,cancer
New York,2015-01-17,635,heart
New York,2015-01-17,2233,all
New York,2015-01-17,2119,natural
New York,2015-01-24,412,cancer
New York,2015-01-24,580,heart
New York,2015-01-24,2123,all
New York,2015-01-24,2002,natural
New York,2015-01-31,452,cancer
New York,2015-01-31,607,heart
New York,2015-01-31,2119,all
New York,2015-01-31,2025,natural
New York,2015-02-07,417,cancer
New York,2015-02-07,631,heart
New York,2015-02-07,2160,all
New York,2015-02-07,2041,natural
New York,2015-02-14,423,cancer
New York,2015-02-14,623,heart
New York,2015-02-14,2136,all
New York,2015-02-14,2040,natural
New York,2015-02-21,418,cancer
New York,2015-02-21,605,heart
New York,2015-02-21,2141,all
New York,2015-02-21,2026,natural
New York,2015-02-28,419,cancer
New York,2015-02-28,521,heart
New York,2015-02-28,2042,all
New York,2015-02-28,1943,natural
New York,2015-03-07,427,cancer
New York,2015-03-07,632,heart
New York,2015-03-07,2150,all
New York,2015-03-07,2042,natural
New York,2015-03-14,445,cancer
New York,2015-03-14,561,heart
New York,2015-03-14,2080,all
New York,2015-03-14,1966,natural
New York,2015-03-21,400,cancer
New York,2015-03-21,530,heart
New York,2015-03-21,1994,all
New York,2015-03-21,1886,natural
New York,2015-03-28,454,cancer
New York,2015-03-28,578,heart
New York,2015-03-28,2000,all
New York,2015-03-28,1898,natural
New York,2015-04-04,381,cancer
New York,2015-04-04,585,heart
New York,2015-04-04,2024,all
New York,2015-04-04,1897,natural
New York,2015-04-11,430,cancer
New York,2015-04-11,557,heart
New York,2015-04-11,1930,all
New York,2015-04-11,1844,natural
New York,2015-04-18,420,cancer
New York,2015-04-18,578,heart
New York,2015-04-18,1992,all
New York,2015-04-18,1877,natural
New York,2015-04-25,416,cancer
New York,2015-04-25,543,heart
New York,2015-04-25,1921,all
New York,2015-04-25,1805,natural
New York,2015-05-02,408,cancer
New York,2015-05-02,546,heart
New York,2015-05-02,1847,all
New York,2015-05-02,1746,natural
New York,2015-05-09,397,cancer
New York,2015-05-09,516,heart
New York,2015-05-09,1850,all
New York,2015-05-09,1706,natural
New York,2015-05-16,405,cancer
New York,2015-05-16,542,heart
New York,2015-05-16,1851,all
New York,2015-05-16,1740,natural
New York,2015-05-23,424,cancer
New York,2015-05-23,495,heart
New York,2015-05-23,1812,all
New York,2015-05-23,1664,natural
New York,2015-05-30,413,cancer
New York,2015-05-30,512,heart
New York,2015-05-30,1797,all
New York,2015-05-30,1678,natural
New York,2015-06-06,441,cancer
New York,2015-06-06,464,heart
New York,2015-06-06,1788,all
New York,2015-06-06,1666,natural
New York,2015-06-13,397,cancer
New York,2015-06-13,483,heart
New York,2015-06-13,1799,all
New York,2015-06-13,1674,natural
New York,2015-06-20,435,cancer
New York,2015-06-20,423,heart
New York,2015-06-20,1688,all
New York,2015-06-20,1589,natural
New York,2015-06-27,350,cancer
New York,2015-06-27,489,heart
New York,2015-06-27,1709,all
New York,2015-06-27,1602,natural
New York,2015-07-04,441,cancer
New York,2015-07-04,447,heart
New York,2015-07-04,1706,all
New York,2015-07-04,1592,natural
New York,2015-07-11,408,cancer
New York,2015-07-11,474,heart
New York,2015-07-11,1766,all
New York,2015-07-11,1646,natural
New York,2015-07-18,420,cancer
New York,2015-07-18,467,heart
New York,2015-07-18,1795,all
New York,2015-07-18,1662,natural
New York,2015-07-25,397,cancer
New York,2015-07-25,492,heart
New York,2015-07-25,1759,all
New York,2015-07-25,1614,natural
New York,2015-08-01,440,cancer
New York,2015-08-01,456,heart
New York,2015-08-01,1789,all
New York,2015-08-01,1683,natural
New York,2015-08-08,404,cancer
New York,2015-08-08,487,heart
New York,2015-08-08,1667,all
New York,2015-08-08,1565,natural
New York,2015-08-15,409,cancer
New York,2015-08-15,500,heart
New York,2015-08-15,1760,all
New York,2015-08-15,1629,natural
New York,2015-08-22,393,cancer
New York,2015-08-22,469,heart
New York,2015-08-22,1723,all
New York,2015-08-22,1578,natural
New York,2015-08-29,425,cancer
New York,2015-08-29,444,heart
New York,2015-08-29,1706,all
New York,2015-08-29,1577,natural
New York,2015-09-05,398,cancer
New York,2015-09-05,450,heart
New York,2015-09-05,1790,all
New York,2015-09-05,1640,natural
New York,2015-09-12,424,cancer
New York,2015-09-12,508,heart
New York,2015-09-12,1804,all
New York,2015-09-12,1680,natural
New York,2015-09-19,403,cancer
New York,2015-09-19,455,heart
New York,2015-09-19,1711,all
New York,2015-09-19,1607,natural
New York,2015-09-26,417,cancer
New York,2015-09-26,457,heart
New York,2015-09-26,1751,all
New York,2015-09-26,1650,natural
New York,2015-10-03,420,cancer
New York,2015-10-03,458,heart
New York,2015-10-03,1748,all
New York,2015-10-03,1631,natural
New York,2015-10-10,428,cancer
New York,2015-10-10,544,heart
New York,2015-10-10,1968,all
New York,2015-10-10,1821,natural
New York,2015-10-17,411,cancer
New York,2015-10-17,479,heart
New York,2015-10-17,1819,all
New York,2015-10-17,1698,natural
New York,2015-10-24,441,cancer
New York,2015-10-24,507,heart
New York,2015-10-24,1894,all
New York,2015-10-24,1768,natural
New York,2015-10-31,404,cancer
New York,2015-10-31,502,heart
New York,2015-10-31,1849,all
New York,2015-10-31,1739,natural
New York,2015-11-07,450,cancer
New York,2015-11-07,484,heart
New York,2015-11-07,1854,all
New York,2015-11-07,1750,natural
New York,2015-11-14,395,cancer
New York,2015-11-14,489,heart
New York,2015-11-14,1791,all
New York,2015-11-14,1684,natural
New York,2015-11-21,410,cancer
New York,2015-11-21,485,heart
New York,2015-11-21,1784,all
New York,2015-11-21,1665,natural
New York,2015-11-28,391,cancer
New York,2015-11-28,500,heart
New York,2015-11-28,1804,all
New York,2015-11-28,1679,natural
New York,2015-12-05,435,cancer
New York,2015-12-05,516,heart
New York,2015-12-05,1853,all
New York,2015-12-05,1737,natural
New York,2015-12-12,406,cancer
New York,2015-12-12,520,heart
New York,2015-12-12,1901,all
New York,2015-12-12,1761,natural
New York,2015-12-19,410,cancer
New York,2015-12-19,492,heart
New York,2015-12-19,1824,all
New York,2015-12-19,1710,natural
New York,2015-12-26,420,cancer
New York,2015-12-26,475,heart
New York,2015-12-26,1801,all
New York,2015-12-26,1692,natural
New York,2016-01-02,381,cancer
New York,2016-01-02,483,heart
New York,2016-01-02,1791,all
New York,2016-01-02,1679,natural
New York,2016-01-09,408,cancer
New York,2016-01-09,576,heart
New York,2016-01-09,1987,all
New York,2016-01-09,1868,natural
New York,2016-01-16,430,cancer
New York,2016-01-16,552,heart
New York,2016-01-16,2037,all
New York,2016-01-16,1904,natural
New York,2016-01-23,444,cancer
New York,2016-01-23,528,heart
New York,2016-01-23,2008,all
New York,2016-01-23,1879,natural
New York,2016-01-30,439,cancer
New York,2016-01-30,549,heart
New York,2016-01-30,2085,all
New York,2016-01-30,1959,natural
New York,2016-02-06,433,cancer
New York,2016-02-06,550,heart
New York,2016-02-06,2042,all
New York,2016-02-06,1907,natural
New York,2016-02-13,369,cancer
New York,2016-02-13,549,heart
New York,2016-02-13,1876,all
New York,2016-02-13,1752,natural
New York,2016-02-20,415,cancer
New York,2016-02-20,585,heart
New York,2016-02-20,1997,all
New York,2016-02-20,1874,natural
New York,2016-02-27,431,cancer
New York,2016-02-27,509,heart
New York,2016-02-27,1980,all
New York,2016-02-27,1856,natural
New York,2016-03-05,425,cancer
New York,2016-03-05,546,heart
New York,2016-03-05,1971,all
New York,2016-03-05,1820,natural
New York,2016-03-12,445,cancer
New York,2016-03-12,566,heart
New York,2016-03-12,2082,all
New York,2016-03-12,1948,natural
New York,2016-03-19,425,cancer
New York,2016-03-19,509,heart
New York,2016-03-19,1886,all
New York,2016-03-19,1770,natural
New York,2016-03-26,395,cancer
New York,2016-03-26,549,heart
New York,2016-03-26,1991,all
New York,2016-03-26,1860,natural
New York,2016-04-02,434,cancer
New York,2016-04-02,543,heart
New York,2016-04-02,1968,all
New York,2016-04-02,1834,natural
New York,2016-04-09,408,cancer
New York,2016-04-09,523,heart
New York,2016-04-09,1961,all
New York,2016-04-09,1838,natural
New York,2016-04-16,429,cancer
New York,2016-04-16,490,heart
New York,2016-04-16,1937,all
New York,2016-04-16,1831,natural
New York,2016-04-23,417,cancer
New York,2016-04-23,554,heart
New York,2016-04-23,1941,all
New York,2016-04-23,1819,natural
New York,2016-04-30,440,cancer
New York,2016-04-30,507,heart
New York,2016-04-30,1851,all
New York,2016-04-30,1739,natural
New York,2016-05-07,441,cancer
New York,2016-05-07,473,heart
New York,2016-05-07,1889,all
New York,2016-05-07,1757,natural
New York,2016-05-14,369,cancer
New York,2016-05-14,489,heart
New York,2016-05-14,1755,all
New York,2016-05-14,1627,natural
New York,2016-05-21,386,cancer
New York,2016-05-21,492,heart
New York,2016-05-21,1793,all
New York,2016-05-21,1683,natural
New York,2016-05-28,406,cancer
New York,2016-05-28,506,heart
New York,2016-05-28,1889,all
New York,2016-05-28,1748,natural
New York,2016-06-04,399,cancer
New York,2016-06-04,427,heart
New York,2016-06-04,1670,all
New York,2016-06-04,1543,natural
New York,2016-06-11,424,cancer
New York,2016-06-11,415,heart
New York,2016-06-11,1694,all
New York,2016-06-11,1578,natural
New York,2016-06-18,422,cancer
New York,2016-06-18,516,heart
New York,2016-06-18,1891,all
New York,2016-06-18,1762,natural
New York,2016-06-25,430,cancer
New York,2016-06-25,457,heart
New York,2016-06-25,1780,all
New York,2016-06-25,1632,natural
New York,2016-07-02,410,cancer
New York,2016-07-02,484,heart
New York,2016-07-02,1748,all
New York,2016-07-02,1625,natural
New York,2016-07-09,423,cancer
New York,2016-07-09,463,heart
New York,2016-07-09,1839,all
New York,2016-07-09,1693,natural
New York,2016-07-16,444,cancer
New York,2016-07-16,419,heart
New York,2016-07-16,1723,all
New York,2016-07-16,1596,natural
New York,2016-07-23,409,cancer
New York,2016-07-23,440,heart
New York,2016-07-23,1723,all
New York,2016-07-23,1587,natural
New York,2016-07-30,426,cancer
New York,2016-07-30,490,heart
New York,2016-07-30,1817,all
New York,2016-07-30,1692,natural
New York,2016-08-06,381,cancer
New York,2016-08-06,455,heart
New York,2016-08-06,1751,all
New York,2016-08-06,1609,natural
New York,2016-08-13,412,cancer
New York,2016-08-13,500,heart
New York,2016-08-13,1803,all
New York,2016-08-13,1674,natural
New York,2016-08-20,415,cancer
New York,2016-08-20,491,heart
New York,2016-08-20,1739,all
New York,2016-08-20,1628,natural
New York,2016-08-27,381,cancer
New York,2016-08-27,435,heart
New York,2016-08-27,1740,all
New York,2016-08-27,1604,natural
New York,2016-09-03,404,cancer
New York,2016-09-03,424,heart
New York,2016-09-03,1738,all
New York,2016-09-03,1592,natural
New York,2016-09-10,413,cancer
New York,2016-09-10,501,heart
New York,2016-09-10,1814,all
New York,2016-09-10,1662,natural
New York,2016-09-17,436,cancer
New York,2016-09-17,467,heart
New York,2016-09-17,1756,all
New York,2016-09-17,1623,natural
New York,2016-09-24,420,cancer
New York,2016-09-24,475,heart
New York,2016-09-24,1833,all
New York,2016-09-24,1694,natural
New York,2016-10-01,412,cancer
New York,2016-10-01,472,heart
New York,2016-10-01,1829,all
New York,2016-10-01,1702,natural
New York,2016-10-08,417,cancer
New York,2016-10-08,504,heart
New York,2016-10-08,1854,all
New York,2016-10-08,1728,natural
New York,2016-10-15,440,cancer
New York,2016-10-15,488,heart
New York,2016-10-15,1878,all
New York,2016-10-15,1747,natural
New York,2016-10-22,459,cancer
New York,2016-10-22,501,heart
New York,2016-10-22,1922,all
New York,2016-10-22,1785,natural
New York,2016-10-29,421,cancer
New York,2016-10-29,514,heart
New York,2016-10-29,1910,all
New York,2016-10-29,1790,natural
New York,2016-11-05,413,cancer
New York,2016-11-05,530,heart
New York,2016-11-05,1922,all
New York,2016-11-05,1775,natural
