jurisdiction,date,deaths,cause
United States,2018-03-03,13347,heart
United States,2018-03-03,56697,all
United States,2018-03-03,52079,natural
United States,2018-03-10,11640,cancer
United States,2018-03-10,13392,heart
United States,2018-03-10,57097,all
United States,2018-03-10,52471,natural
United States,2018-03-17,11371,cancer
United States,2018-03-17,13174,heart
United States,2018-03-17,56331,all
United States,2018-03-17,51735,natural
United States,2018-03-24,11489,cancer
United States,2018-03-24,13095,heart
United States,2018-03-24,55771,all
United States,2018-03-24,51267,natural
United States,2018-03-31,11157,cancer
United States,2018-03-31,12837,heart
United States,2018-03-31,54919,all
United States,2018-03-31,50388,natural
United States,2018-04-07,11385,cancer
United States,2018-04-07,12859,heart
United States,2018-04-07,55296,all
United States,2018-04-07,50515,natural
United States,2018-04-14,11505,cancer
United States,2018-04-14,13013,heart
United States,2018-04-14,55228,all
United States,2018-04-14,50630,natural
United States,2018-04-21,11260,cancer
United States,2018-04-21,12493,heart
United States,2018-04-21,54040,all
United States,2018-04-21,49565,natural
United States,2018-04-28,11439,cancer
United States,2018-04-28,12412,heart
United States,2018-04-28,53729,all
United States,2018-04-28,49178,natural
United States,2018-05-05,11548,cancer
United States,2018-05-05,12512,heart
United States,2018-05-05,53742,all
United States,2018-05-05,48917,natural
United States,2018-05-12,11071,cancer
United States,2018-05-12,12174,heart
United States,2018-05-12,52109,all
United States,2018-05-12,47331,natural
United States,2018-05-19,10995,cancer
United States,2018-05-19,11741,heart
United States,2018-05-19,50621,all
United States,2018-05-19,46056,natural
United States,2018-05-26,11268,cancer
United States,2018-05-26,11910,heart
United States,2018-05-26,50932,all
United States,2018-05-26,46387,natural
United States,2018-06-02,11130,cancer
United States,2018-06-02,11775,heart
United States,2018-06-02,51046,all
United States,2018-06-02,46332,natural
United States,2018-06-09,11300,cancer
United States,2018-06-09,12004,heart
United States,2018-06-09,52003,all
United States,2018-06-09,46862,natural
United States,2018-06-16,11215,cancer
United States,2018-06-16,11777,heart
United States,2018-06-16,51389,all
United States,2018-06-16,46406,natural
United States,2018-06-23,11320,cancer
United States,2018-06-23,11659,heart
United States,2018-06-23,51046,all
United States,2018-06-23,46297,natural
United States,2018-06-30,11276,cancer
United States,2018-06-30,11660,heart
United States,2018-06-30,50858,all
United States,2018-06-30,46017,natural
United States,2018-07-07,11397,cancer
United States,2018-07-07,11838,heart
United States,2018-07-07,51686,all
United States,2018-07-07,46552,natural
United States,2018-07-14,11142,cancer
United States,2018-07-14,11788,heart
United States,2018-07-14,51195,all
United States,2018-07-14,46284,natural
United States,2018-07-21,11175,cancer
United States,2018-07-21,11524,heart
United States,2018-07-21,50612,all
United States,2018-07-21,45710,natural
United States,2018-07-28,11384,cancer
United States,2018-07-28,11437,heart
United States,2018-07-28,50276,all
United States,2018-07-28,45434,natural
United States,2018-08-04,11361,cancer
United States,2018-08-04,11465,heart
United States,2018-08-04,50640,all
United States,2018-08-04,45759,natural
United States,2018-08-11,11444,cancer
United States,2018-08-11,11528,heart
United States,2018-08-11,50970,all
United States,2018-08-11,45986,natural
United States,2018-08-18,11289,cancer
United States,2018-08-18,11430,heart
United States,2018-08-18,50305,all
United States,2018-08-18,45713,natural
United States,2018-08-25,11550,cancer
United States,2018-08-25,11270,heart
United States,2018-08-25,50460,all
United States,2018-08-25,45963,natural
United States,2018-09-01,11341,cancer
United States,2018-09-01,11474,heart
United States,2018-09-01,50612,all
United States,2018-09-01,45858,natural
United States,2018-09-08,11220,cancer
United States,2018-09-08,11211,heart
United States,2018-09-08,50301,all
United States,2018-09-08,45448,natural
United States,2018-09-15,11462,cancer
United States,2018-09-15,11433,heart
United States,2018-09-15,51084,all
United States,2018-09-15,46316,natural
United States,2018-09-22,11635,cancer
United States,2018-09-22,11625,heart
United States,2018-09-22,51584,all
United States,2018-09-22,46787,natural
United States,2018-09-29,11403,cancer
United States,2018-09-29,11563,heart
United States,2018-09-29,50960,all
United States,2018-09-29,46414,natural
United States,2018-10-06,11637,cancer
United States,2018-10-06,11741,heart
United States,2018-10-06,52361,all
United States,2018-10-06,47414,natural
United States,2018-10-13,11592,cancer
United States,2018-10-13,11767,heart
United States,2018-10-13,51851,all
United States,2018-10-13,47150,natural
United States,2018-10-20,11622,cancer
United States,2018-10-20,12148,heart
United States,2018-10-20,52982,all
United States,2018-10-20,48433,natural
United States,2018-10-27,11769,cancer
United States,2018-10-27,12173,heart
United States,2018-10-27,53764,all
United States,2018-10-27,49077,natural
United States,2018-11-03,11685,cancer
United States,2018-11-03,12386,heart
United States,2018-11-03,53644,all
United States,2018-11-03,48978,natural
United States,2018-11-10,11657,cancer
United States,2018-11-10,12186,heart
United States,2018-11-10,53561,all
United States,2018-11-10,48847,natural
United States,2018-11-17,11694,cancer
United States,2018-11-17,12685,heart
United States,2018-11-17,54703,all
United States,2018-11-17,50100,natural
United States,2018-11-24,11717,cancer
United States,2018-11-24,12813,heart
United States,2018-11-24,54852,all
United States,2018-11-24,50473,natural
United States,2018-12-01,11388,cancer
United States,2018-12-01,13229,heart
United States,2018-12-01,55064,all
United States,2018-12-01,50727,natural
United States,2018-12-08,11694,cancer
United States,2018-12-08,13048,heart
United States,2018-12-08,55970,all
United States,2018-12-08,51334,natural
United States,2018-12-15,11895,cancer
United States,2018-12-15,13098,heart
United States,2018-12-15,56394,all
United States,2018-12-15,51947,natural
United States,2018-12-22,11729,cancer
United States,2018-12-22,13363,heart
United States,2018-12-22,56532,all
United States,2018-12-22,51932,natural
United States,2018-12-29,11423,cancer
United States,2018-12-29,13318,heart
United States,2018-12-29,56030,all
United States,2018-12-29,51627,natural
United States,2019-01-05,11634,cancer
United States,2019-01-05,13843,heart
United States,2019-01-05,58305,all
United States,2019-01-05,53458,natural
United States,2019-01-12,11864,cancer
United States,2019-01-12,13600,heart
United States,2019-01-12,58363,all
United States,2019-01-12,53642,natural
United States,2019-01-19,11853,cancer
United States,2019-01-19,13596,heart
United States,2019-01-19,58220,all
United States,2019-01-19,53688,natural
United States,2019-01-26,11709,cancer
United States,2019-01-26,13718,heart
United States,2019-01-26,57910,all
United States,2019-01-26,53423,natural
United States,2019-02-02,11731,cancer
United States,2019-02-02,13741,heart
United States,2019-02-02,58153,all
United States,2019-02-02,53560,natural
United States,2019-02-09,11693,cancer
United States,2019-02-09,13634,heart
United States,2019-02-09,58525,all
United States,2019-02-09,53631,natural
United States,2019-02-16,11671,cancer
United States,2019-02-16,13714,heart
United States,2019-02-16,58004,all
United States,2019-02-16,53416,natural
United States,2019-02-23,11748,cancer
United States,2019-02-23,13532,heart
United States,2019-02-23,58009,all
United States,2019-02-23,53476,natural
United States,2019-03-02,11531,cancer
United States,2019-03-02,13886,heart
United States,2019-03-02,57975,all
United States,2019-03-02,53199,natural
United States,2019-03-09,11828,cancer
United States,2019-03-09,13792,heart
United States,2019-03-09,58547,all
United States,2019-03-09,53721,natural
United States,2019-03-16,11736,cancer
United States,2019-03-16,13542,heart
United States,2019-03-16,57921,all
United States,2019-03-16,53348,natural
United States,2019-03-23,11510,cancer
United States,2019-03-23,13405,heart
United States,2019-03-23,57100,all
United States,2019-03-23,52446,natural
United States,2019-03-30,11437,cancer
United States,2019-03-30,13248,heart
United States,2019-03-30,56680,all
United States,2019-03-30,52066,natural
United States,2019-04-06,11458,cancer
United States,2019-04-06,13223,heart
United States,2019-04-06,56602,all
United States,2019-04-06,51788,natural
United States,2019-04-13,11306,cancer
United States,2019-04-13,12768,heart
United States,2019-04-13,55496,all
United States,2019-04-13,50702,natural
United States,2019-04-20,11237,cancer
United States,2019-04-20,12940,heart
United States,2019-04-20,54472,all
United States,2019-04-20,49957,natural
United States,2019-04-27,11187,cancer
United States,2019-04-27,12561,heart
United States,2019-04-27,53661,all
United States,2019-04-27,49080,natural
United States,2019-05-04,11334,cancer
United States,2019-05-04,12515,heart
United States,2019-05-04,53991,all
United States,2019-05-04,49257,natural
United States,2019-05-11,11347,cancer
United States,2019-05-11,12348,heart
United States,2019-05-11,53482,all
United States,2019-05-11,48720,natural
United States,2019-05-18,11513,cancer
United States,2019-05-18,12494,heart
United States,2019-05-18,53579,all
United States,2019-05-18,48936,natural
United States,2019-05-25,11634,cancer
United States,2019-05-25,12463,heart
United States,2019-05-25,53697,all
United States,2019-05-25,48922,natural
United States,2019-06-01,11283,cancer
United States,2019-06-01,12183,heart
United States,2019-06-01,52728,all
United States,2019-06-01,47756,natural
United States,2019-06-08,11205,cancer
United States,2019-06-08,12136,heart
United States,2019-06-08,53142,all
United States,2019-06-08,47999,natural
United States,2019-06-15,11471,cancer
United States,2019-06-15,12045,heart
United States,2019-06-15,52648,all
United States,2019-06-15,47884,natural
United States,2019-06-22,11329,cancer
United States,2019-06-22,11982,heart
United States,2019-06-22,52292,all
United States,2019-06-22,47484,natural
United States,2019-06-29,11420,cancer
United States,2019-06-29,12036,heart
United States,2019-06-29,52212,all
United States,2019-06-29,47300,natural
United States,2019-07-06,11183,cancer
United States,2019-07-06,12140,heart
United States,2019-07-06,52344,all
United States,2019-07-06,47039,natural
United States,2019-07-13,11361,cancer
United States,2019-07-13,11844,heart
United States,2019-07-13,51936,all
United States,2019-07-13,46926,natural
United States,2019-07-20,11290,cancer
United States,2019-07-20,11658,heart
United States,2019-07-20,51653,all
United States,2019-07-20,46685,natural
United States,2019-07-27,11377,cancer
United States,2019-07-27,11730,heart
United States,2019-07-27,51663,all
United States,2019-07-27,46656,natural
United States,2019-08-03,11422,cancer
United States,2019-08-03,11812,heart
United States,2019-08-03,51412,all
United States,2019-08-03,46552,natural
United States,2019-08-10,11336,cancer
United States,2019-08-10,11610,heart
United States,2019-08-10,51749,all
United States,2019-08-10,46639,natural
United States,2019-08-17,11345,cancer
United States,2019-08-17,11577,heart
United States,2019-08-17,51026,all
United States,2019-08-17,46106,natural
United States,2019-08-24,11429,cancer
United States,2019-08-24,11474,heart
United States,2019-08-24,51024,all
United States,2019-08-24,46083,natural
United States,2019-08-31,11413,cancer
United States,2019-08-31,11567,heart
United States,2019-08-31,51164,all
United States,2019-08-31,46298,natural
United States,2019-09-07,11384,cancer
United States,2019-09-07,11682,heart
United States,2019-09-07,51838,all
United States,2019-09-07,46652,natural
United States,2019-09-14,11409,cancer
United States,2019-09-14,11702,heart
United States,2019-09-14,51636,all
United States,2019-09-14,46795,natural
United States,2019-09-21,11276,cancer
United States,2019-09-21,11707,heart
United States,2019-09-21,51760,all
United States,2019-09-21,46972,natural
United States,2019-09-28,11676,cancer
United States,2019-09-28,11765,heart
United States,2019-09-28,52762,all
United States,2019-09-28,47899,natural
United States,2019-10-05,11446,cancer
United States,2019-10-05,11739,heart
United States,2019-10-05,52564,all
United States,2019-10-05,47544,natural
United States,2019-10-12,11631,cancer
United States,2019-10-12,11888,heart
United States,2019-10-12,53092,all
United States,2019-10-12,48205,natural
